Ursula Rodrigues;17912247888;05/02/2009;DEPENDENTE
Eduardo Alves;44752965248;05/06/2011;FILHO

Thiago Rodrigues;72542766506;02/01/1986;6453.98
Otavio Souza;43685029446;10/10/2018;DEPENDENTE
Yara Santos;82655830538;25/04/2011;SOBRINHO

Ursula Santos;08435720465;21/02/1960;4788.5
Kevin Carvalho;30140249668;16/06/2015;FILHO
Helena Teixeira;72763689226;15/10/2023;SOBRINHO
Fernanda Oliveira;49163859859;31/01/2009;DEPENDENTE
Vinicius Carvalho;77716835150;31/03/2023;FILHO

Eduardo Alves;78380777868;27/06/1993;5003.35
Daniela Teixeira;89953769569;08/02/2006;FILHO
Thiago Teixeira;22587933006;14/05/2020;DEPENDENTE
Vinicius Costa;22988714767;19/06/2023;FILHO

Yara Silva;78239818541;21/05/1997;12852.11
Marcos Carvalho;93483940385;28/12/2008;SOBRINHO
Fernanda Ferreira;23662046013;17/09/2023;SOBRINHO

Gabriel Rodrigues;96297707310;12/03/1973;2899.74
Julia Ferreira;31638213043;31/10/2008;SOBRINHO
Paula Silva;08435720465;23/08/2019;FILHO
Gabriel Teixeira;16318096781;26/08/2019;SOBRINHO
Ricardo Martins;47824989696;28/02/2009;DEPENDENTE

Ana Santos;26532049242;16/05/1998;7000.21
Eduardo Ferreira;23318253421;22/06/2019;SOBRINHO
Fernanda Costa;43508526592;10/03/2019;DEPENDENTE
Thiago Carvalho;32159479969;29/07/2005;SOBRINHO

Otavio Lima;76395926415;29/07/1961;11539.34
Bruno Alves;39446783343;13/10/2016;DEPENDENTE
Wagner Martins;74862744740;10/04/2022;FILHO

Ursula Silva;44752965248;18/02/1969;10579.9
Wagner Teixeira;70689821762;17/07/2022;DEPENDENTE
Gabriel Silva;52261546857;26/01/2018;FILHO

Natalia Rodrigues;37980340428;15/01/1976;10997.52
Natalia Ferreira;33506164789;04/01/2009;DEPENDENTE
Thiago Lima;80528120835;03/02/2022;DEPENDENTE

Eduardo Ferreira;88203886501;13/05/1987;14158.79
Helena Oliveira;92088767404;09/03/2021;FILHO
Paula Lima;78684378658;31/05/2009;FILHO
Helena Gomes;27841873736;13/05/2008;FILHO

Larissa Teixeira;77716835150;30/06/1982;3126.95
Gabriel Costa;23617064016;25/02/2020;FILHO
Natalia Ribeiro;82070694054;28/09/2022;SOBRINHO
Ricardo Lima;16910099258;17/06/2013;SOBRINHO
Helena Ferreira;77547075971;18/07/2023;FILHO

Vinicius Carvalho;39446783343;22/08/1975;2084.63
Otavio Pereira;71324290298;20/02/2005;FILHO
Helena Gomes;08435720465;14/12/2006;SOBRINHO
Sandra Santos;68948475714;26/01/2010;FILHO

Yara Souza;17912247888;20/05/1966;9566.39
Gabriel Ribeiro;78380777868;06/08/2012;FILHO
Eduardo Silva;97099557847;23/10/2007;DEPENDENTE
Thiago Rodrigues;42629921727;29/03/2011;FILHO
Gabriel Pereira;23318253421;17/03/2005;FILHO

Ana Silva;30977016474;21/08/1984;13028.38
Kevin Alves;74169319138;24/10/2020;FILHO
Paula Costa;71279797444;05/01/2015;SOBRINHO
Wagner Silva;80528120835;24/06/2019;SOBRINHO

Ursula Souza;83095049684;15/06/1989;2369.43
Marcos Silva;66845416049;27/04/2008;SOBRINHO
Ursula Alves;89537846963;16/09/2018;SOBRINHO

Natalia Carvalho;49163859859;20/12/1995;6623.44
Fernanda Oliveira;03642754490;23/11/2013;SOBRINHO
Marcos Souza;71324290298;05/02/2007;DEPENDENTE
Daniela Ribeiro;49163859859;06/08/2007;SOBRINHO

Thiago Ferreira;15429210803;30/06/1970;10286.79
Ricardo Ferreira;00632352475;18/04/2014;SOBRINHO
Carlos Souza;45867529761;10/05/2019;FILHO
Julia Rodrigues;43685029446;04/06/2015;FILHO

Helena Oliveira;38833384962;06/05/1960;4692.36
Eduardo Souza;28456173675;30/10/2018;FILHO
Thiago Gomes;28077936544;19/12/2008;SOBRINHO

Vinicius Pereira;72273954453;16/11/1977;14407.86
Igor Pereira;47373139601;11/11/2023;SOBRINHO
Helena Rodrigues;08596408678;22/12/2020;SOBRINHO

Ricardo Oliveira;89537846963;10/03/1974;3779.34
Natalia Costa;26703362441;23/04/2012;FILHO
Yara Ferreira;56226955019;17/04/2012;SOBRINHO
Fernanda Costa;24933505402;04/11/2020;DEPENDENTE
Eduardo Pereira;59209624100;06/09/2021;DEPENDENTE

Gabriel Oliveira;48750159411;26/01/1965;13500.64
Larissa Gomes;05223618098;24/10/2018;DEPENDENTE
Natalia Carvalho;66589133445;16/06/2014;FILHO
Thiago Oliveira;24874937332;30/09/2021;DEPENDENTE

Helena Lima;15298311642;23/07/1991;5507.01

Larissa Carvalho;76395926415;22/04/1982;11608.25

Ana Lima;74862744740;13/07/1996;5581.4
Larissa Souza;43685029446;18/11/2017;SOBRINHO
Sandra Gomes;08647602695;10/09/2019;FILHO

Eduardo Martins;54420535552;16/05/1989;7231.9

Vinicius Oliveira;30228518745;19/01/1980;10812.18

Wagner Ribeiro;22587933006;13/08/1979;14477.97

Fernanda Rodrigues;02713693808;20/11/1992;5144.76
Larissa Souza;21390781542;07/11/2014;DEPENDENTE

Wagner Rodrigues;78023640447;29/12/1976;8926.91
Julia Alves;76135819887;24/08/2009;FILHO
Wagner Costa;73112249307;07/06/2011;SOBRINHO
Vinicius Ribeiro;51683872617;13/08/2016;DEPENDENTE

Bruno Carvalho;16318096781;12/02/1963;5629.87
Daniela Alves;78380777868;22/08/2014;SOBRINHO
Otavio Souza;68259601852;30/10/2008;SOBRINHO
Ricardo Santos;39446783343;16/10/2005;SOBRINHO
Vinicius Ribeiro;30977016474;12/10/2013;SOBRINHO

Wagner Santos;41016587744;14/02/1987;6960.04
Ana Teixeira;89953769569;16/02/2007;FILHO
Ricardo Costa;52261546857;11/02/2021;DEPENDENTE

Ursula Pereira;65841999794;06/08/1993;2254.36
Ursula Lima;12177877978;18/05/2010;SOBRINHO
Carlos Lima;28846433182;05/04/2006;DEPENDENTE
Zeca Gomes;74862744740;20/08/2019;SOBRINHO

Marcos Gomes;74169319138;29/03/1962;13591.28
Paula Martins;20689959022;15/03/2016;DEPENDENTE
Eduardo Carvalho;28456173675;30/09/2011;DEPENDENTE
Ricardo Ferreira;23662046013;05/12/2018;FILHO

Kevin Santos;71434508172;12/10/1998;5099.67
Thiago Santos;13215452360;04/10/2006;SOBRINHO
Kevin Martins;88455478627;24/11/2007;FILHO
Ricardo Costa;89953769569;25/11/2020;SOBRINHO
Julia Santos;08805471695;28/11/2022;DEPENDENTE

Otavio Ferreira;17711566342;22/08/1985;8208.56
Igor Teixeira;76066797496;03/04/2010;SOBRINHO
Eduardo Santos;16634403499;08/09/2005;SOBRINHO
Ursula Rodrigues;08680475004;01/09/2020;DEPENDENTE
Fernanda Santos;54249027218;19/06/2009;SOBRINHO

Thiago Souza;30228518745;19/03/1974;4590.39
Fernanda Rodrigues;15298311642;03/12/2006;FILHO

Gabriel Costa;23012704355;23/04/1976;5946.97
Paula Santos;74670222006;03/05/2014;SOBRINHO

Bruno Oliveira;49163859859;16/01/1966;6420.28

Vinicius Santos;16569176651;10/07/1965;6518.18
Zeca Silva;20282079144;19/06/2007;FILHO

Helena Teixeira;95935878075;26/11/1962;3698.09

Thiago Oliveira;65570372732;12/07/1991;4991.43
Thiago Gomes;40265386599;23/11/2019;SOBRINHO
Ana Oliveira;64618809458;11/07/2014;SOBRINHO
Natalia Gomes;79156733395;01/03/2020;FILHO
Fernanda Teixeira;43123689357;10/01/2021;SOBRINHO

Vinicius Ribeiro;22587933006;13/05/1990;5573.34
Paula Gomes;17078659749;07/08/2010;SOBRINHO
Kevin Pereira;17461930456;22/02/2018;SOBRINHO
Eduardo Rodrigues;96540106827;24/03/2008;DEPENDENTE

Thiago Santos;46456390184;30/10/1987;8302.01
Paula Martins;08680475004;08/10/2011;DEPENDENTE
Thiago Alves;17748728926;16/03/2013;DEPENDENTE
Ricardo Santos;54249027218;10/09/2012;SOBRINHO
Ricardo Teixeira;56560991471;18/02/2018;DEPENDENTE

Gabriel Souza;14282489100;24/11/1987;2961.08
Fernanda Oliveira;96540106827;22/08/2009;FILHO
Paula Gomes;56509777021;21/11/2012;FILHO
Helena Gomes;16910099258;14/09/2021;SOBRINHO

Julia Teixeira;37174833869;21/08/1963;7666.75
Julia Souza;46456390184;14/05/2022;DEPENDENTE
Eduardo Oliveira;64618809458;05/08/2009;FILHO
Fernanda Martins;79125913951;16/06/2017;FILHO

Ursula Santos;72769120164;06/09/1992;11159.0
Marcos Alves;84442075978;22/12/2011;SOBRINHO
Yara Ferreira;72704011343;02/03/2017;DEPENDENTE
Helena Teixeira;11738604173;15/05/2023;DEPENDENTE

Natalia Pereira;48750159411;11/09/1973;13638.65
Julia Teixeira;25827113155;12/07/2018;SOBRINHO
Ana Oliveira;99093788323;26/11/2015;FILHO
Helena Souza;72273954453;17/12/2015;FILHO

Otavio Lima;12641408857;12/09/1996;4201.64

Natalia Alves;30610903853;21/04/1965;2592.53
Wagner Ribeiro;38146205393;05/12/2021;DEPENDENTE
Zeca Martins;91346668148;12/09/2011;SOBRINHO
Daniela Rodrigues;65570372732;07/02/2009;FILHO
Helena Rodrigues;37174833869;23/03/2017;FILHO

Ana Pereira;01860914666;09/12/1971;13819.05
Sandra Rodrigues;72763689226;11/04/2005;FILHO
Natalia Alves;70689821762;09/02/2018;SOBRINHO
Igor Ribeiro;20689959022;19/07/2022;DEPENDENTE

Vinicius Silva;33403548826;06/11/1965;11159.92
Bruno Martins;77345437132;27/05/2017;FILHO
Ana Ferreira;46456390184;21/05/2019;SOBRINHO
Fernanda Gomes;02921135275;07/11/2011;SOBRINHO
Larissa Teixeira;92088767404;06/11/2019;FILHO

Igor Ferreira;76135819887;07/07/1967;11940.79

Wagner Rodrigues;38146205393;31/01/1973;12969.82
Natalia Carvalho;16569176651;25/04/2022;DEPENDENTE
Helena Silva;89528316246;14/10/2017;DEPENDENTE
Ricardo Ferreira;17912247888;22/10/2015;SOBRINHO

Yara Gomes;03651700872;20/10/1977;11323.18
Zeca Oliveira;77616359704;07/10/2011;FILHO
Vinicius Pereira;16569176651;21/06/2021;FILHO

Gabriel Ribeiro;27050912152;18/04/1981;9860.13

Gabriel Carvalho;31317902684;01/08/1973;12187.63
Eduardo Martins;16318096781;07/09/2018;FILHO
Julia Ferreira;31030054518;25/08/2014;DEPENDENTE

Julia Santos;23974195141;17/06/1990;8806.81
Helena Carvalho;97552790829;14/06/2016;SOBRINHO

Wagner Carvalho;83955122761;20/03/1966;7510.73
Marcos Alves;83955122761;28/06/2019;DEPENDENTE
Vinicius Carvalho;47373139601;16/03/2010;DEPENDENTE
Gabriel Souza;78380777868;29/08/2008;SOBRINHO
Natalia Alves;02713693808;25/08/2011;FILHO

Gabriel Martins;94497579261;03/12/1997;6182.2
Igor Alves;56509777021;21/07/2011;DEPENDENTE
Bruno Carvalho;42822468039;31/03/2005;SOBRINHO
Zeca Costa;78913542894;22/05/2014;FILHO
Gabriel Carvalho;02220969004;10/10/2012;FILHO

Kevin Lima;95385096053;31/05/1996;2628.07
Daniela Teixeira;73112249307;27/05/2014;FILHO

Bruno Teixeira;73101805778;15/05/1971;6049.5
Sandra Alves;16910099258;14/06/2022;FILHO
Larissa Souza;42822468039;25/02/2012;DEPENDENTE
Helena Alves;57762581535;16/09/2007;FILHO

Sandra Carvalho;54863643223;25/02/1997;11233.79

Daniela Ferreira;71324290298;10/06/1992;6109.85
Paula Alves;83955122761;01/02/2013;DEPENDENTE
Larissa Silva;44408320615;11/03/2011;DEPENDENTE

Larissa Pereira;10960190052;20/06/1989;4547.5
Daniela Costa;71279797444;20/12/2022;SOBRINHO

Igor Alves;14162857641;30/11/1990;2811.0
Vinicius Carvalho;93483940385;20/04/2018;DEPENDENTE
Yara Ribeiro;65841999794;16/12/2023;FILHO

Otavio Santos;94057337437;23/09/1975;9938.59
Kevin Santos;56509777021;11/11/2012;SOBRINHO
Paula Pereira;68685337622;07/07/2013;FILHO

Carlos Teixeira;23012704355;11/05/1960;12316.76
Marcos Oliveira;27841873736;01/03/2005;DEPENDENTE
Larissa Pereira;05310920408;16/05/2013;DEPENDENTE

Paula Alves;67133490978;21/09/1967;11432.0
Marcos Martins;30140249668;15/04/2016;SOBRINHO
Julia Rodrigues;65570372732;30/11/2010;FILHO
Fernanda Gomes;44752965248;29/10/2006;FILHO
Ricardo Ribeiro;53914144467;24/12/2023;DEPENDENTE

Igor Rodrigues;90768132477;09/09/1975;12395.52

Ricardo Souza;67133490978;21/06/1984;13413.02
Helena Teixeira;91346668148;12/02/2018;FILHO
Carlos Ferreira;16910099258;30/08/2016;SOBRINHO
Paula Costa;23012704355;26/09/2021;DEPENDENTE

Igor Silva;89953769569;07/08/1980;8573.71
Vinicius Teixeira;18471573649;31/08/2023;FILHO
Fernanda Gomes;78380777868;22/02/2011;DEPENDENTE

Bruno Rodrigues;89528316246;06/03/1988;6497.47
Ana Carvalho;26644664909;07/08/2005;FILHO

Zeca Teixeira;78239818541;06/06/1962;4679.37
Igor Souza;53914144467;30/06/2016;DEPENDENTE
Eduardo Oliveira;89528316246;11/12/2021;SOBRINHO

Marcos Carvalho;24874937332;25/07/1986;2451.44

Kevin Pereira;91346668148;03/04/1967;12716.84
Marcos Silva;27813131772;24/11/2009;FILHO
Ursula Martins;14410682818;12/12/2011;SOBRINHO
Yara Lima;74862744740;07/04/2014;FILHO

Igor Ferreira;75561892202;19/01/1988;12917.45
Otavio Ferreira;74670222006;21/09/2009;SOBRINHO
Fernanda Ribeiro;78684378658;28/03/2007;DEPENDENTE

Eduardo Ferreira;00735417378;15/02/1985;11348.98
Wagner Souza;23404305434;09/11/2017;SOBRINHO
Helena Pereira;12934040345;03/10/2014;SOBRINHO

Paula Lima;93483940385;18/06/1972;9015.93
Kevin Ribeiro;78470360421;22/11/2016;FILHO

Igor Carvalho;12641408857;09/07/1979;8422.48
Larissa Teixeira;14282489100;20/04/2015;DEPENDENTE
Bruno Pereira;53382020038;14/01/2013;DEPENDENTE
Zeca Lima;54863643223;01/07/2013;SOBRINHO
Larissa Silva;13215452360;21/05/2005;FILHO

Marcos Pereira;41016587744;10/03/1960;4756.75

Gabriel Silva;16910099258;17/06/1967;7456.57
Ricardo Martins;61243246804;24/09/2012;DEPENDENTE

Sandra Ferreira;02921135275;10/12/1988;13656.07

Eduardo Alves;22175096282;28/02/1977;7109.91

Daniela Santos;60932741843;27/05/1986;2266.77
Wagner Martins;90768132477;06/12/2016;FILHO
Yara Pereira;56509777021;24/02/2022;SOBRINHO

Ricardo Silva;09401011189;13/12/1981;14345.97
Igor Santos;79156733395;12/05/2010;SOBRINHO
Helena Souza;08981679352;24/01/2011;DEPENDENTE
Yara Ribeiro;32159479969;19/09/2015;SOBRINHO

Ursula Silva;48741044806;06/08/1970;10152.12
Yara Oliveira;76135819887;15/06/2011;DEPENDENTE
Paula Martins;77292349876;28/07/2006;SOBRINHO

Helena Costa;28426527954;28/08/1982;5538.09
Igor Alves;77547075971;09/12/2010;FILHO

Bruno Alves;56509777021;03/05/1996;13644.36
Ursula Lima;26532049242;29/07/2015;FILHO
Kevin Souza;08981679352;10/12/2007;SOBRINHO
Paula Ribeiro;23278451429;03/01/2015;FILHO

Vinicius Gomes;49973045668;16/10/1973;8507.53
Igor Souza;44591405252;22/03/2020;SOBRINHO
Vinicius Costa;30228518745;26/04/2009;SOBRINHO
Eduardo Carvalho;56560991471;02/06/2006;FILHO
Wagner Ferreira;95676668382;13/05/2023;SOBRINHO

Julia Teixeira;16109540553;13/01/1960;4487.1
Zeca Carvalho;97018035736;02/05/2005;SOBRINHO

Kevin Teixeira;79156733395;17/06/1977;14055.57
Wagner Rodrigues;57595655425;17/12/2018;DEPENDENTE
Paula Alves;74670222006;08/06/2017;DEPENDENTE
Sandra Alves;14162857641;14/11/2017;DEPENDENTE
Marcos Costa;42629921727;13/11/2005;SOBRINHO

Zeca Ferreira;26703362441;08/03/1960;8505.81
Carlos Gomes;76821336020;15/07/2012;SOBRINHO

Zeca Silva;01270465588;26/01/1976;7688.99
Helena Carvalho;47511442602;05/03/2005;SOBRINHO

Otavio Lima;60679226889;06/06/1962;2509.42

Sandra Pereira;28456173675;05/04/1975;10663.93
Bruno Teixeira;30610903853;05/10/2021;SOBRINHO
Thiago Lima;49699524343;08/08/2018;DEPENDENTE
Larissa Costa;64618809458;22/08/2013;FILHO
Carlos Costa;69831412592;22/12/2022;DEPENDENTE

Wagner Pereira;30228518745;28/12/1992;7488.61

Daniela Oliveira;00019027385;05/10/1988;4204.97
Zeca Santos;72769120164;04/04/2018;SOBRINHO

Yara Martins;30140249668;03/05/1967;11688.93
Carlos Santos;33506164789;23/11/2021;DEPENDENTE

Ursula Costa;31519650818;12/09/1974;2054.36
Daniela Ribeiro;49973045668;18/10/2010;DEPENDENTE
Vinicius Souza;47511442602;24/01/2020;DEPENDENTE
Bruno Carvalho;66589133445;22/02/2020;DEPENDENTE
Carlos Ferreira;23617064016;07/03/2021;SOBRINHO

Helena Teixeira;14410682818;11/04/1975;2635.02
Vinicius Gomes;80338270580;30/04/2008;FILHO
Zeca Ribeiro;69831412592;04/07/2020;SOBRINHO
Thiago Carvalho;80659760602;25/11/2006;SOBRINHO

Bruno Martins;78684378658;30/04/1996;13264.92
Ursula Gomes;52261546857;25/11/2005;FILHO
Zeca Santos;95676668382;16/11/2007;FILHO

