Paula Ferreira Alves;361.406.218-82;08/11/1990;"6672,61"

Luiz Santos Silva,610.932.484-65,11/07/2001,"11049,83"
Gabriel Gomes Lima,115.494.656-96,30/1/2008,FILHO
Juliana Souza Ferreira,345.321.928-22,25/12/2015,SOBRINHO
Pedro Alves Santos,141.426.807-32,21/09/2016,OUTROS

Pedro Alves Oliveira,348.954.361-21,24/01/1966,"5408,93"
Fernanda Oliveira Alves,626.868.467-48,21/07/2022,OUTROS

Rafael Pereira Pereira,529.426.644-65,26/11/1992,"7303,65"
Antonio Lima Gomes,287.105.145-22,08/02/2015,FILHO
Beatriz Oliveira Ferreira,210.656.466-28,20/7/2017,OUTROS
João Rodrigues Oliveira,172.382.516-61,1/3/2010,FILHO
Antonio Oliveira Rodrigues,750.584.746-69,14/10/2023,SOBRINHO

Maria Ferreira Lima,664.964.303-99,08/01/1966,"13714,04"
Marcos Souza Pereira,741.343.618-56,15/09/2007,SOBRINHO
Letícia Alves Souza,521.422.732-35,28/10/2022,OUTROS
José Lima Pereira,842.304.880-98,26/08/2008,OUTROS
Amanda Alves Santos,618.408.671-50,23/08/2015,SOBRINHO

Juliana Souza Rodrigues,446.832.661-79,23/07/1980,"12882,88"
João Souza Ferreira,185.470.247-42,31/07/2007,SOBRINHO
Letícia Silva Rodrigues,636.279.887-14,8/6/2010,FILHO
Pedro Rodrigues Santos,666.368.886-31,18/08/2019,SOBRINHO
Letícia Gomes Souza,430.393.589-21,01/06/2016,SOBRINHO

Maria Santos Lima,341.423.277-12,09/08/1969,"13825,61"
Ricardo Gomes Ferreira,622.270.319-76,03/08/2022,FILHO
Amanda Ferreira Ferreira,663.603.421-17,26/09/2010,SOBRINHO
Gabriel Santos Pereira,562.427.770-81,04/09/2018,FILHO
Letícia Oliveira Ferreira,139.494.455-55,28/07/2011,SOBRINHO
João Oliveira Alves,694.786.706-35,24/09/2019,OUTROS

Rafael Lima Pereira,868.761.559-93,10/02/1983,"9536,27"
Luiz Alves Alves,437.399.557-55,28/06/2005,SOBRINHO
Rafael Silva Silva,694.381.759-22,15/06/2009,OUTROS
Paula Santos Oliveira,538.242.753-40,02/03/2008,FILHO
Juliana Oliveira Souza,332.503.911-10,03/07/2014,SOBRINHO
Pedro Ferreira Oliveira,488.184.315-76,06/11/2008,SOBRINHO

João Rodrigues Souza,157.388.637-75,29/06/1968,"12468,83"
Gabriel Santos Lima,240.593.518-80,9/2/2019,FILHO
José Lima Gomes,159.616.903-67,14/06/2011,OUTROS
Luiz Gomes Santos,130.994.126-85,17/09/2015,OUTROS
Letícia Rodrigues Pereira,531.667.411-92,07/03/2018,SOBRINHO

Juliana Souza Alves,800.216.642-85,07/07/1984,"16607,66"
Ana Gomes Silva,435.339.742-72,29/9/2022,FILHO
Gabriel Alves Alves,989.945.789-33,01/07/2015,OUTROS
Larissa Oliveira Souza,388.941.681-92,22/2/2014,FILHO
Ricardo Gomes Ferreira,622.270.319-76,3/8/2022,SOBRINHO

João Lima Oliveira,904.388.715-96,29/05/1989,"6888,77"
Pedro Souza Oliveira,637.976.558-44,18/03/2011,OUTROS
Rafael Santos Pereira,380.597.419-47,14/04/2005,SOBRINHO
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,FILHO
José Oliveira Lima,954.585.154-15,10/01/2014,OUTROS

José Santos Pereira,987.738.543-35,29/11/1980,"15564,22"
Fernanda Ferreira Silva,857.757.480-79,14/2/2020,OUTROS
Ricardo Pereira Silva,693.778.821-93,12/06/2009,OUTROS
Ricardo Ferreira Alves,499.737.464-82,26/9/2014,FILHO

Carlos Gomes Lima,863.675.123-56,30/04/1969,"10903,66"

Maria Santos Alves,503.682.897-16,21/02/1981,"14558,52"
Paula Oliveira Rodrigues,316.568.138-44,31/03/2017,FILHO
Marcos Alves Oliveira,616.675.100-50,13/12/2015,OUTROS

Gabriel Souza Gomes,987.577.772-67,05/04/2002,"4041,94"

Larissa Pereira Oliveira,766.589.133-83,25/11/1971,"17731,38"
Rafael Santos Santos,559.356.298-12,17/06/2007,OUTROS
Juliana Gomes Souza,108.109.789-93,07/02/2012,FILHO
Maria Gomes Ferreira,782.868.622-28,09/03/2016,OUTROS
Fernanda Santos Lima,418.997.636-77,26/05/2024,OUTROS
Marcos Gomes Silva,423.717.777-76,16/10/2011,OUTROS

Carlos Santos Pereira,114.474.317-18,11/08/1981,"15140,08"
Juliana Santos Pereira,601.199.567-87,01/02/2008,SOBRINHO
Carlos Lima Lima,106.931.146-72,5/6/2022,SOBRINHO
Marcos Souza Ferreira,310.896.596-24,25/04/2018,OUTROS
Paula Souza Souza,147.880.549-74,09/08/2008,FILHO

Luiz Santos Rodrigues,793.811.401-33,14/05/1993,"10729,75"
João Souza Santos,338.856.913-91,18/11/2006,OUTROS

Rafael Oliveira Oliveira,915.214.882-96,21/09/1990,"11902,63"
Ana Gomes Souza,175.583.436-15,31/10/2005,FILHO
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,FILHO
Gabriel Lima Rodrigues,710.702.698-19,08/05/2008,OUTROS
José Lima Oliveira,230.788.212-56,02/10/2015,OUTROS
Antonio Pereira Alves,450.533.610-86,15/06/2017,SOBRINHO

Rafael Santos Alves,116.503.566-74,10/10/1995,"4322,95"
Ricardo Oliveira Alves,438.699.361-81,15/12/2009,SOBRINHO
José Santos Rodrigues,749.819.326-92,25/09/2009,OUTROS
Fernanda Oliveira Ferreira,325.305.476-21,23/09/2009,SOBRINHO

Ricardo Lima Rodrigues,792.836.267-98,27/09/1993,"10115,11"

Ricardo Santos Gomes,539.145.288-41,02/01/1972,"15721,34"
Amanda Oliveira Silva,998.800.481-13,05/03/2006,FILHO
Paula Ferreira Ferreira,480.135.414-11,08/05/2011,SOBRINHO
Maria Pereira Ferreira,514.992.986-60,25/08/2007,FILHO

Rafael Souza Silva,910.476.510-95,25/04/1975,"19886,3"
Antonio Souza Alves,155.804.182-57,14/08/2022,FILHO
Letícia Santos Pereira,254.100.161-86,24/03/2015,OUTROS

José Alves Souza,510.896.576-58,20/07/1993,"5475,57"
Amanda Rodrigues Souza,489.146.944-41,10/07/2005,FILHO
Antonio Lima Ferreira,385.194.217-98,07/08/2016,SOBRINHO
Paula Rodrigues Pereira,431.997.660-24,22/01/2006,SOBRINHO
Letícia Souza Ferreira,220.449.536-63,12/08/2016,SOBRINHO
Antonio Pereira Pereira,525.703.132-53,22/09/2009,SOBRINHO

João Lima Rodrigues,716.504.357-83,18/06/1968,"2406,32"
Ricardo Alves Lima,891.177.976-66,14/04/2007,SOBRINHO
Luiz Oliveira Ferreira,254.995.126-79,07/09/2022,OUTROS
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,FILHO

Paula Rodrigues Lima,151.821.251-79,04/10/1991,"10623,91"
Fernanda Silva Alves,272.196.924-12,02/04/2022,FILHO
Gabriel Silva Pereira,244.173.821-58,21/03/2022,SOBRINHO
João Santos Lima,282.269.900-65,09/03/2005,SOBRINHO
Ricardo Gomes Ferreira,622.270.319-76,03/08/2022,SOBRINHO
Gabriel Lima Ferreira,442.962.335-52,28/01/2015,SOBRINHO

Ana Souza Oliveira,309.607.411-79,28/07/1999,"8941,82"
José Pereira Santos,953.652.593-16,11/09/2006,FILHO
Paula Oliveira Santos,703.595.792-32,23/02/2024,OUTROS
Carlos Silva Rodrigues,510.951.291-48,04/02/2014,OUTROS
João Oliveira Oliveira,385.396.240-21,24/03/2009,SOBRINHO

Larissa Rodrigues Rodrigues,154.375.310-36,11/07/1997,"16946,44"
Larissa Alves Alves,151.869.606-76,13/03/2012,SOBRINHO
Ricardo Souza Ferreira,324.191.184-59,04/02/2012,OUTROS
José Pereira Santos,953.652.593-16,11/09/2006,SOBRINHO
Amanda Lima Souza,390.321.699-54,05/03/2008,SOBRINHO
Ricardo Pereira Santos,568.592.263-57,23/06/2021,SOBRINHO

Ricardo Lima Pereira,961.713.757-18,19/04/2004,"9139,21"
Camila Pereira Pereira,619.708.462-39,12/05/2020,SOBRINHO

Fernanda Souza Silva,131.175.848-37,23/01/1982,"8495,52"
Rafael Gomes Gomes,872.556.462-75,08/11/2010,OUTROS
Luiz Gomes Gomes,695.378.396-63,25/01/2015,SOBRINHO
Antonio Pereira Alves,450.533.610-86,15/06/2017,FILHO

Juliana Oliveira Santos,512.408.898-19,20/04/1970,"6322,75"
Fernanda Pereira Souza,619.862.338-79,20/07/2017,SOBRINHO
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,SOBRINHO
Fernanda Silva Alves,272.196.924-12,02/04/2022,SOBRINHO
Camila Ferreira Alves,260.941.410-52,09/12/2011,SOBRINHO
Amanda Silva Silva,955.952.670-99,01/11/2021,FILHO

Juliana Souza Silva,955.950.464-77,23/12/1984,"2600,78"
Beatriz Santos Gomes,588.327.476-29,26/12/2018,SOBRINHO
Juliana Souza Silva,495.461.202-67,02/10/2019,SOBRINHO
Gabriel Gomes Lima,115.494.656-96,30/01/2008,OUTROS

Marcos Lima Souza,280.756.909-23,24/03/2004,"6233,94"
Maria Alves Souza,651.183.846-92,13/10/2022,FILHO
Beatriz Ferreira Ferreira,990.458.861-22,25/03/2010,SOBRINHO
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,FILHO
Ana Santos Alves,177.269.159-41,01/01/2023,SOBRINHO

Letícia Silva Pereira,177.855.125-74,17/06/1978,"17743,9"
Gabriel Gomes Lima,115.494.656-96,30/01/2008,FILHO
Carlos Silva Souza,372.875.286-93,03/08/2020,OUTROS
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,OUTROS
Paula Santos Gomes,917.823.437-56,27/07/2006,SOBRINHO

José Santos Pereira,369.347.800-59,21/06/1968,18478

Maria Oliveira Alves,273.751.416-43,08/11/1976,"12229,97"

Carlos Lima Alves,437.133.949-57,10/05/1982,"11038,1"
Maria Ferreira Lima,648.315.201-69,19/07/2012,SOBRINHO
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,SOBRINHO
Luiz Pereira Santos,107.214.672-74,27/04/2013,SOBRINHO
Ricardo Ferreira Gomes,545.481.609-97,02/04/2022,OUTROS
Pedro Oliveira Silva,436.326.256-16,15/06/2013,FILHO

Camila Oliveira Alves,401.908.799-60,01/10/1993,"19693,55"
Larissa Ferreira Gomes,519.351.769-92,09/01/2016,OUTROS
Antonio Pereira Alves,450.533.610-86,15/06/2017,SOBRINHO
Larissa Souza Santos,625.803.749-72,01/01/2015,OUTROS
José Silva Alves,189.837.208-20,21/11/2014,OUTROS

Fernanda Oliveira Souza,251.640.795-34,16/04/1980,"14401,87"
Larissa Santos Silva,769.111.299-84,05/11/2024,SOBRINHO
Ana Pereira Oliveira,350.236.558-18,20/10/2013,SOBRINHO

Luiz Lima Gomes,889.158.397-55,11/06/1977,"15851,02"
Pedro Alves Santos,141.426.807-32,21/09/2016,SOBRINHO
Luiz Alves Gomes,408.810.541-82,28/02/2010,OUTROS
Letícia Alves Souza,794.866.199-49,17/02/2017,OUTROS
Paula Gomes Oliveira,234.783.357-98,25/07/2021,OUTROS
Carlos Santos Silva,497.472.761-51,12/04/2018,OUTROS

Rafael Oliveira Rodrigues,608.156.332-70,15/07/1976,"3081,54"
Fernanda Lima Pereira,869.777.726-15,21/02/2009,OUTROS

Luiz Silva Ferreira,479.355.770-56,08/12/1973,"2386,62"
Larissa Souza Santos,154.466.757-50,26/12/2016,OUTROS
João Gomes Santos,986.742.181-79,16/04/2023,FILHO
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,OUTROS

Fernanda Oliveira Pereira,846.581.340-98,24/02/1967,"12239,18"

José Lima Silva,132.182.797-67,17/01/2001,"17574,34"
Larissa Gomes Pereira,920.401.246-39,01/03/2012,OUTROS
Luiz Oliveira Oliveira,950.863.650-15,09/04/2017,OUTROS
Camila Pereira Pereira,385.670.189-89,01/08/2024,SOBRINHO
Ana Silva Souza,264.426.562-82,27/02/2014,OUTROS
Marcos Pereira Ferreira,415.342.136-63,06/04/2011,OUTROS

Paula Gomes Gomes,883.313.824-22,20/04/1967,"11024,23"
Luiz Santos Pereira,247.275.759-61,23/12/2021,SOBRINHO
Ana Silva Alves,167.654.102-87,06/01/2022,OUTROS

João Souza Silva,819.384.237-57,21/12/1965,"3384,64"
Marcos Gomes Silva,578.311.469-38,29/12/2006,FILHO
José Ferreira Silva,670.451.950-94,25/01/2020,FILHO
Marcos Lima Oliveira,431.720.805-75,07/01/2009,SOBRINHO

Pedro Souza Oliveira,746.443.511-45,20/10/1993,"19359,74"
Juliana Alves Souza,305.147.419-59,17/09/2013,SOBRINHO
Larissa Lima Ferreira,232.550.620-95,07/08/2017,OUTROS
Luiz Alves Oliveira,920.769.803-79,17/09/2015,OUTROS

Amanda Silva Silva,223.802.718-61,16/12/2000,"8866,08"
Camila Santos Pereira,285.468.407-97,06/07/2006,OUTROS
Juliana Ferreira Oliveira,603.968.920-87,16/01/2017,FILHO
Pedro Lima Gomes,155.276.686-37,11/03/2024,FILHO
Luiz Rodrigues Santos,911.656.954-76,18/03/2005,SOBRINHO

Ricardo Oliveira Rodrigues,409.145.268-83,29/04/1970,"2301,05"
Gabriel Santos Lima,618.154.435-43,09/05/2022,FILHO
Amanda Lima Silva,584.457.602-29,16/11/2024,FILHO

Fernanda Souza Souza,451.720.605-33,06/01/1982,"7915,45"
Maria Oliveira Oliveira,362.987.713-39,28/04/2006,SOBRINHO
Rafael Alves Ferreira,864.781.988-48,11/06/2021,OUTROS
Juliana Alves Santos,198.620.942-34,13/11/2013,FILHO
Ana Souza Souza,666.492.357-31,21/09/2008,SOBRINHO
Luiz Santos Pereira,572.963.814-29,11/04/2006,FILHO

Luiz Gomes Souza,561.929.597-87,06/07/2004,"4013,3"
Ricardo Gomes Ferreira,622.270.319-76,03/08/2022,OUTROS

Larissa Pereira Lima,265.440.284-93,16/11/1997,"17802,21"

Paula Souza Rodrigues,245.933.856-60,07/03/1977,"6689,8"

Camila Lima Pereira,377.928.952-68,07/06/1985,"6243,05"
Gabriel Alves Oliveira,619.190.379-17,07/10/2011,OUTROS
Ricardo Souza Lima,319.798.813-24,06/09/2020,FILHO
Larissa Pereira Pereira,305.195.188-79,07/04/2016,SOBRINHO
Pedro Souza Alves,573.644.181-71,11/12/2013,FILHO
Antonio Ferreira Santos,912.745.915-34,26/03/2011,OUTROS

Paula Oliveira Santos,615.924.344-76,12/03/1975,"2954,75"
Carlos Rodrigues Gomes,787.284.473-31,28/08/2010,OUTROS

Amanda Santos Santos,886.385.359-23,05/11/1971,"9494,69"

Ricardo Pereira Lima,813.873.471-41,08/06/1993,"18946,65"

José Lima Lima,201.679.896-73,07/07/1965,"14362,93"
Pedro Pereira Santos,566.436.654-79,30/10/2019,SOBRINHO
Paula Souza Rodrigues,178.730.638-94,15/02/2013,OUTROS
José Santos Santos,992.900.746-52,09/03/2010,FILHO
Letícia Rodrigues Rodrigues,848.913.968-35,11/09/2011,OUTROS
Pedro Alves Santos,141.426.807-32,21/09/2016,FILHO

Carlos Alves Lima,754.631.370-29,20/06/1974,"7864,89"
Ricardo Ferreira Alves,717.598.230-16,18/10/2019,SOBRINHO
Letícia Santos Silva,267.319.284-25,11/02/2017,OUTROS

Paula Souza Silva,257.966.775-13,10/03/2004,"14986,68"
Rafael Pereira Gomes,337.577.446-51,30/12/2014,FILHO
Antonio Ferreira Rodrigues,461.616.250-37,16/08/2005,FILHO

José Rodrigues Oliveira,186.455.101-69,23/03/1981,"15532,02"
Maria Alves Santos,522.664.185-67,02/04/2019,OUTROS
Marcos Lima Gomes,641.857.146-60,29/07/2016,SOBRINHO
Paula Souza Rodrigues,471.566.815-65,19/11/2013,OUTROS
Marcos Souza Ferreira,694.301.517-60,30/04/2007,SOBRINHO
Antonio Alves Alves,878.221.312-43,02/01/2008,FILHO

João Pereira Ferreira,431.668.274-52,17/05/1992,"7355,52"
Juliana Alves Santos,198.620.942-34,13/11/2013,OUTROS
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,FILHO
Fernanda Santos Ferreira,646.846.964-84,04/03/2016,FILHO

Pedro Oliveira Alves,930.642.609-34,27/12/2004,"7231,82"
Luiz Santos Gomes,544.369.897-31,27/11/2010,FILHO
Beatriz Oliveira Silva,782.650.422-69,22/05/2023,SOBRINHO
Amanda Pereira Santos,859.910.674-25,16/01/2016,OUTROS
Juliana Alves Gomes,335.329.492-89,08/12/2012,SOBRINHO
Ricardo Rodrigues Gomes,170.113.158-53,05/10/2007,OUTROS

Carlos Oliveira Silva,168.143.120-82,04/03/1977,"6662,68"
Pedro Alves Santos,141.426.807-32,21/09/2016,SOBRINHO
José Pereira Santos,953.652.593-16,11/09/2006,SOBRINHO
Camila Lima Souza,594.120.868-80,24/05/2023,SOBRINHO
Paula Ferreira Rodrigues,458.606.177-60,22/08/2007,SOBRINHO
Ricardo Alves Rodrigues,941.954.447-35,22/07/2012,OUTROS

Gabriel Souza Santos,135.867.321-45,08/01/1993,"16881,95"
Juliana Santos Gomes,268.468.294-35,23/11/2008,SOBRINHO
Camila Alves Silva,196.737.162-76,23/03/2019,SOBRINHO
Camila Alves Lima,980.813.595-10,13/07/2014,FILHO

Ana Ferreira Silva,496.638.175-68,19/08/1979,"10647,35"
Rafael Oliveira Lima,765.751.277-28,30/10/2014,SOBRINHO
João Ferreira Gomes,457.427.914-80,18/09/2007,SOBRINHO
João Ferreira Santos,317.301.867-76,02/03/2009,FILHO

Paula Rodrigues Silva,311.412.776-20,04/10/1976,"6764,83"
Pedro Alves Santos,141.426.807-32,21/09/2016,SOBRINHO

Luiz Pereira Silva,698.654.238-74,29/11/1978,"2917,76"
José Santos Santos,578.922.546-12,02/09/2008,FILHO
João Ferreira Santos,535.371.446-16,24/08/2006,FILHO
Juliana Silva Pereira,493.276.458-59,12/10/2024,OUTROS
Juliana Pereira Pereira,932.881.139-54,05/04/2008,FILHO
Larissa Silva Santos,503.819.492-30,04/07/2011,SOBRINHO

Gabriel Pereira Gomes,482.976.147-13,04/04/2002,"13197,46"
João Gomes Lima,266.272.739-22,29/11/2007,FILHO
Marcos Silva Oliveira,992.486.919-87,04/05/2007,FILHO
Ana Gomes Gomes,126.435.496-38,13/11/2005,SOBRINHO
Rafael Oliveira Oliveira,422.634.827-77,08/10/2014,OUTROS
Gabriel Alves Gomes,324.866.749-65,26/02/2015,OUTROS

Ricardo Rodrigues Lima,226.684.595-56,12/06/1992,"2544,94"
Ana Lima Alves,374.322.876-33,29/08/2005,FILHO

Rafael Gomes Oliveira,787.361.153-45,19/08/1993,"5166,26"
Pedro Alves Santos,141.426.807-32,21/09/2016,OUTROS
Camila Souza Lima,421.673.327-75,08/02/2019,SOBRINHO

Larissa Alves Alves,309.954.784-86,22/03/1988,"5738,24"
Maria Alves Oliveira,117.892.760-19,30/08/2017,FILHO

Letícia Souza Lima,327.736.291-97,29/08/1982,"16187,95"

Ricardo Alves Santos,212.884.580-52,16/01/2002,"16355,93"
Carlos Rodrigues Rodrigues,238.761.945-61,23/10/2024,SOBRINHO

João Gomes Gomes,863.392.553-48,16/01/1981,"4760,57"
Larissa Lima Rodrigues,402.410.611-35,03/04/2014,SOBRINHO

Paula Lima Lima,872.880.334-88,10/03/1992,"14943,13"
Antonio Rodrigues Santos,367.517.354-69,08/06/2006,FILHO
Camila Rodrigues Ferreira,363.318.456-92,06/03/2006,SOBRINHO
João Santos Oliveira,783.277.845-11,04/03/2007,OUTROS
Maria Oliveira Ferreira,820.967.537-55,15/10/2013,SOBRINHO

Letícia Rodrigues Silva,372.234.455-74,10/11/2002,"8991,49"
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,SOBRINHO
Juliana Souza Lima,432.975.588-16,02/04/2016,FILHO
Fernanda Ferreira Silva,857.757.480-79,14/02/2020,OUTROS
Marcos Pereira Gomes,592.726.886-36,20/03/2006,OUTROS
Rafael Pereira Lima,295.183.703-83,14/06/2012,FILHO

Pedro Souza Santos,958.814.518-19,03/02/2003,"15293,18"
Ricardo Santos Rodrigues,742.360.110-32,05/11/2019,SOBRINHO
Pedro Gomes Souza,789.882.158-62,12/06/2021,OUTROS
Letícia Silva Rodrigues,636.279.887-14,08/06/2010,OUTROS

Camila Souza Gomes,387.225.631-98,28/11/2002,"8534,65"
Amanda Gomes Souza,208.954.601-33,18/07/2006,FILHO
Carlos Oliveira Alves,177.538.215-64,05/09/2021,OUTROS

Larissa Pereira Alves,666.425.668-96,28/11/1993,"12665,88"
Paula Ferreira Ferreira,480.135.414-11,08/05/2011,FILHO
Fernanda Oliveira Ferreira,305.507.249-75,07/10/2012,FILHO
Luiz Souza Souza,545.320.573-44,29/10/2009,OUTROS
Ricardo Ferreira Alves,942.559.494-39,10/07/2012,OUTROS

Beatriz Lima Oliveira,431.868.130-71,18/02/1989,"5827,38"
Ana Pereira Alves,809.532.785-71,14/04/2013,OUTROS
Fernanda Souza Ferreira,487.176.930-48,23/08/2006,OUTROS
Gabriel Gomes Lima,115.494.656-96,30/01/2008,OUTROS

Antonio Lima Rodrigues,603.821.431-41,30/09/1993,"2533,74"
Juliana Souza Rodrigues,416.764.909-25,23/10/2009,OUTROS

Maria Oliveira Santos,903.704.951-52,19/02/1994,"19785,43"
Maria Santos Rodrigues,203.209.807-94,07/05/2006,SOBRINHO
Ana Lima Silva,988.487.741-18,10/05/2009,OUTROS

João Oliveira Ferreira,248.567.208-46,27/08/1985,"17695,11"
Antonio Pereira Alves,450.533.610-86,15/06/2017,OUTROS
Camila Alves Oliveira,603.687.223-26,20/11/2012,OUTROS
Camila Gomes Souza,946.517.474-29,20/02/2018,OUTROS
Paula Rodrigues Alves,289.524.283-91,16/05/2006,FILHO
Amanda Alves Ferreira,855.305.642-80,15/04/2012,SOBRINHO

Amanda Ferreira Santos,891.734.995-32,25/07/2003,"15509,77"
José Alves Rodrigues,824.221.488-80,05/03/2019,FILHO
Maria Pereira Ferreira,219.600.503-87,23/08/2005,FILHO
Paula Ferreira Ferreira,480.135.414-11,08/05/2011,OUTROS
Juliana Oliveira Gomes,766.902.250-28,10/02/2024,OUTROS
Pedro Rodrigues Oliveira,384.644.802-88,27/04/2009,OUTROS

Gabriel Ferreira Gomes,354.825.880-47,19/03/1987,"18613,4"

Juliana Ferreira Santos,671.446.608-99,12/06/1973,"7304,22"
