126;Otavio Lima;60679226889;1962-06-06;2509.42
125;Zeca Silva;01270465588;1976-01-26;7688.99
124;Zeca Ferreira;26703362441;1960-03-08;8505.81
123;Kevin Teixeira;79156733395;1977-06-17;14055.57
122;Julia Teixeira;16109540553;1960-01-13;4487.1
121;Vinicius Gomes;49973045668;1973-10-16;8507.53
120;Helena Costa;28426527954;1982-08-28;5538.09
119;Ursula Silva;48741044806;1970-08-06;10152.12
118;Ricardo Silva;09401011189;1981-12-13;14345.97
117;Daniela Santos;60932741843;1986-05-27;2266.77
116;Eduardo Alves;22175096282;1977-02-28;7109.91
115;Sandra Ferreira;02921135275;1988-12-10;13656.07
114;Gabriel Silva;16910099258;1967-06-17;7456.57
113;Paula Lima;93483940385;1972-06-18;9015.93
112;Igor Ferreira;75561892202;1988-01-19;12917.45
111;Kevin Pereira;91346668148;1967-04-03;12716.84
110;Marcos Carvalho;24874937332;1986-07-25;2451.44
109;Bruno Rodrigues;89528316246;1988-03-06;6497.47
108;Igor Silva;89953769569;1980-08-07;8573.71
107;Igor Rodrigues;90768132477;1975-09-09;12395.52
106;Otavio Santos;94057337437;1975-09-23;9938.59
105;Larissa Pereira;10960190052;1989-06-20;4547.5
104;Daniela Ferreira;71324290298;1992-06-10;6109.85
103;Sandra Carvalho;54863643223;1997-02-25;11233.79
102;Bruno Teixeira;73101805778;1971-05-15;6049.5
101;Kevin Lima;95385096053;1996-05-31;2628.07
100;Gabriel Martins;94497579261;1997-12-03;6182.2
99;Wagner Carvalho;83955122761;1966-03-20;7510.73
98;Julia Santos;23974195141;1990-06-17;8806.81
97;Gabriel Carvalho;31317902684;1973-08-01;12187.63
96;Gabriel Ribeiro;27050912152;1981-04-18;9860.13
95;Yara Gomes;03651700872;1977-10-20;11323.18
94;Wagner Rodrigues;38146205393;1973-01-31;12969.82
93;Igor Ferreira;76135819887;1967-07-07;11940.79
92;Vinicius Silva;33403548826;1965-11-06;11159.92
91;Ana Pereira;01860914666;1971-12-09;13819.05
90;Otavio Lima;12641408857;1996-09-12;4201.64
89;Ursula Santos;72769120164;1992-09-06;11159.0
88;Julia Teixeira;37174833869;1963-08-21;7666.75
87;Vinicius Santos;16569176651;1965-07-10;6518.18
86;Gabriel Costa;23012704355;1976-04-23;5946.97
85;Otavio Ferreira;17711566342;1985-08-22;8208.56
84;Kevin Santos;71434508172;1998-10-12;5099.67
83;Ursula Pereira;65841999794;1993-08-06;2254.36
82;Wagner Santos;41016587744;1987-02-14;6960.04
81;Bruno Carvalho;16318096781;1963-02-12;5629.87
80;Wagner Rodrigues;78023640447;1976-12-29;8926.91
79;Fernanda Rodrigues;02713693808;1992-11-20;5144.76
78;Wagner Ribeiro;22587933006;1979-08-13;14477.97
77;Eduardo Martins;54420535552;1989-05-16;7231.9
76;Ana Lima;74862744740;1996-07-13;5581.4
75;Helena Lima;15298311642;1991-07-23;5507.01
74;Ricardo Oliveira;89537846963;1974-03-10;3779.34
73;Helena Oliveira;38833384962;1960-05-06;4692.36
72;Thiago Ferreira;15429210803;1970-06-30;10286.79
71;Natalia Carvalho;49163859859;1995-12-20;6623.44
70;Ursula Souza;83095049684;1989-06-15;2369.43
69;Ana Silva;30977016474;1984-08-21;13028.38
68;Yara Souza;17912247888;1966-05-20;9566.39
67;Vinicius Carvalho;39446783343;1975-08-22;2084.63
66;Larissa Teixeira;77716835150;1982-06-30;3126.95
65;Natalia Rodrigues;37980340428;1976-01-15;10997.52
64;Otavio Lima;76395926415;1961-07-29;11539.34
63;Ana Santos;26532049242;1998-05-16;7000.21
62;Gabriel Rodrigues;96297707310;1973-03-12;2899.74
61;Yara Silva;78239818541;1997-05-21;12852.11
60;Eduardo Alves;78380777868;1993-06-27;5003.35
59;Ursula Santos;08435720465;1960-02-21;4788.5
58;Thiago Rodrigues;72542766506;1986-01-02;6453.98
57;Marcos Ferreira;46456390184;1974-01-20;2400.4
56;Helena Pereira;48750159411;1999-09-17;9165.68
55;Larissa Teixeira;65570372732;1968-06-30;13150.0
54;Paula Gomes;31605545210;1996-11-04;2473.02
53;Julia Pereira;68817472232;1991-08-03;14492.63
52;Bruno Carvalho;79125913951;1989-01-28;2245.18
51;Yara Alves;30228518745;1983-08-14;6763.51
50;Ursula Santos;77616359704;1966-08-15;5768.97
49;Bruno Lima;40265386599;1994-07-30;5619.0
48;Thiago Souza;79365854108;1979-10-15;3848.8
47;Yara Ferreira;24933505402;1972-05-19;4407.76
46;Daniela Carvalho;30610903853;1963-09-27;13971.82
45;Natalia Teixeira;00191502907;1981-09-05;2691.01
44;Gabriel Lima;92088767404;1964-03-25;4892.72
43;Kevin Souza;64140358408;1998-07-28;9106.22
42;Sandra Souza;28846433182;1978-02-15;7356.2
41;Gabriel Costa;51052803347;1974-10-23;8556.62
40;Marcos Lima;75878084967;1993-04-29;10373.51
39;Otavio Ribeiro;21977962535;1993-03-10;7416.86
38;Eduardo Ribeiro;14282489100;1987-09-14;4704.86
37;Yara Pereira;56509777021;1972-01-25;10915.45
36;Eduardo Ferreira;00735417378;1986-05-03;2913.0
35;Kevin Oliveira;28077936544;1996-07-09;4350.9
34;Yara Oliveira;44752965248;1995-04-12;3567.24
33;Yara Santos;59209624100;1990-07-31;14222.51
32;Thiago Silva;47373139601;1978-12-27;13726.91
31;Yara Rodrigues;23943516786;1987-10-11;10011.85
30;Zeca Gomes;18471573649;1988-04-06;11265.99
29;Ana Lima;43123689357;1984-04-07;6659.52
28;Ricardo Martins;95935878075;1976-12-01;9920.79
27;Helena Ribeiro;92660306918;1973-06-12;8838.12
26;Yara Oliveira;31311917164;1967-02-20;14316.22
25;Sandra Gomes;08805471695;1991-07-01;6268.91
24;Zeca Santos;44201273095;1990-09-17;13227.2
23;Gabriel Carvalho;96540106827;1982-10-24;13612.62
22;Marcos Costa;70689821762;1965-09-19;7859.4
21;Vinicius Lima;53114542331;1960-06-17;6811.34
20;Ricardo Gomes;17748728926;1980-09-26;4996.32
19;Helena Alves;60424980435;1987-02-28;3059.6
18;Paula Gomes;05223618098;1998-09-09;9698.43
17;Fernanda Teixeira;71590871019;1989-05-19;3675.98
16;Ricardo Gomes;23924930209;1990-04-11;2409.31
15;Otavio Souza;27477589532;1985-08-11;14344.59
14;Vinicius Ferreira;66845416049;1961-07-18;11012.18
13;Yara Costa;14162857641;1961-05-04;11614.87
12;Otavio Pereira;76066797496;1967-05-21;3225.1
11;Ana Santos;64618809458;1985-05-17;14014.98
10;Marcos Pereira;68259601852;2000-08-08;2504.07
9;Eduardo Rodrigues;74169319138;1969-11-20;14144.67
8;Helena Martins;15542895974;1994-06-03;6413.71
7;Daniela Teixeira;88203886501;1992-07-02;7596.03
6;Vinicius Silva;67133490978;1999-05-07;7671.55
5;Carlos Silva;70625876359;1960-01-03;13546.33
4;Igor Costa;94798376305;1991-11-13;6882.56
3;Helena Ribeiro;08932609261;1961-06-06;3144.34
2;Daniela Alves;72273954453;1976-03-19;10163.42
1;Otavio Oliveira;98274581279;1988-07-15;2129.91
