Kevin Lima;95385096053;213.76;11.63;2402.68
Gabriel Martins;94497579261;675.09;618.46;4888.66
Wagner Carvalho;83955122761;861.08;932.65;5716.99
Julia Santos;23974195141;951.62;1264.18;6591.01
Gabriel Carvalho;31317902684;951.62;2193.9;9042.11
Gabriel Ribeiro;27050912152;951.62;1553.84;7354.67
Yara Gomes;03651700872;951.62;1956.18;8415.38
Wagner Rodrigues;38146205393;951.62;2409.01;9609.2
Igor Ferreira;76135819887;951.62;2126.02;8863.15
Vinicius Silva;33403548826;951.62;1911.28;8297.02
Ana Pereira;01860914666;951.62;2642.54;10224.89
Otavio Lima;12641408857;397.81;193.09;3610.74
Ursula Santos;72769120164;951.62;1911.03;8296.35
Julia Teixeira;37174833869;882.93;969.55;5814.27
Vinicius Santos;16569176651;722.13;697.92;5098.14
Gabriel Costa;23012704355;642.16;562.82;4741.99
Otavio Ferreira;17711566342;951.62;1099.66;6157.28
Kevin Santos;71434508172;523.53;366.86;4209.28
Ursula Pereira;65841999794;180.12;0.0;2074.24
Wagner Santos;41016587744;783.99;802.41;5373.64
Bruno Carvalho;16318096781;597.76;487.83;4544.28
Wagner Rodrigues;78023640447;951.62;1297.21;6678.09
Fernanda Rodrigues;02713693808;529.85;375.59;4239.33
Wagner Ribeiro;22587933006;951.62;2823.75;10702.61
Eduardo Martins;54420535552;822.05;866.71;5543.14
Ana Lima;74862744740;590.98;476.37;4514.06
Helena Lima;15298311642;580.56;458.77;4467.68
Ricardo Oliveira;89537846963;346.92;133.42;3299.0
Helena Oliveira;38833384962;466.51;288.05;3937.8
Thiago Ferreira;15429210803;951.62;1671.17;7664.0
Natalia Carvalho;49163859859;736.86;722.81;5163.77
Ursula Souza;83095049684;190.48;0.0;2178.95
Ana Silva;30977016474;951.62;2425.11;9651.65
Yara Souza;17912247888;951.62;1473.06;7141.71
Vinicius Carvalho;39446783343;164.85;0.0;1919.78
Larissa Teixeira;77716835150;268.63;47.31;2811.01
Natalia Rodrigues;37980340428;951.62;1866.62;8179.28
Otavio Lima;76395926415;951.62;2015.62;8572.1
Ana Santos;26532049242;789.61;811.92;5398.69
Gabriel Rodrigues;96297707310;241.37;29.94;2628.43
Yara Silva;78239818541;951.62;2376.64;9523.86
Eduardo Alves;78380777868;510.05;348.22;4145.08
Ursula Santos;08435720465;479.97;306.65;4001.88
Thiago Rodrigues;72542766506;713.14;682.73;5058.11
Marcos Ferreira;46456390184;193.27;0.0;2207.13
Helena Pereira;48750159411;951.62;1362.87;6851.2
Larissa Teixeira;65570372732;951.62;2458.56;9739.83
Paula Gomes;31605545210;199.8;1.05;2272.17
Julia Pereira;68817472232;951.62;2827.78;10713.23
Bruno Carvalho;79125913951;179.3;0.0;2065.88
Yara Alves;30228518745;756.47;755.94;5251.1
Ursula Santos;77616359704;617.24;520.73;4631.01
Bruno Lima;40265386599;596.24;485.26;4537.5
Thiago Souza;79365854108;355.26;142.59;3350.95
Yara Ferreira;24933505402;426.67;232.98;3748.12
Daniela Carvalho;30610903853;951.62;2684.56;10335.65
Natalia Teixeira;00191502907;219.42;15.93;2455.66
Gabriel Lima;92088767404;494.56;326.82;4071.34
Kevin Souza;64140358408;951.62;1346.52;6808.09
Sandra Souza;28846433182;839.45;896.11;5620.65
Gabriel Costa;51052803347;951.62;1195.38;6409.63
Marcos Lima;75878084967;951.62;1695.02;7726.87
Otavio Ribeiro;21977962535;847.94;910.45;5658.47
Eduardo Ribeiro;14282489100;468.26;290.46;3946.13
Yara Pereira;56509777021;951.62;1844.05;8119.78
Eduardo Ferreira;00735417378;242.96;30.81;2639.23
Kevin Oliveira;28077936544;418.71;221.97;3710.22
Yara Oliveira;44752965248;321.47;105.43;3140.35
Yara Santos;59209624100;951.62;2753.5;10517.4
Thiago Silva;47373139601;951.62;2617.21;10158.09
Yara Rodrigues;23943516786;951.62;1595.56;7464.67
Zeca Gomes;18471573649;951.62;1940.45;8373.92
Ana Lima;43123689357;741.91;731.34;5186.27
Ricardo Martins;95935878075;951.62;1570.52;7398.65
Helena Ribeiro;92660306918;951.62;1272.79;6613.71
Yara Oliveira;31311917164;951.62;2779.27;10585.34
Sandra Gomes;08805471695;687.23;638.96;4942.72
Zeca Santos;44201273095;951.62;2479.79;9795.8
Gabriel Carvalho;96540106827;951.62;2585.78;10075.23
Marcos Costa;70689821762;909.9;1015.11;5934.39
Vinicius Lima;53114542331;763.17;767.25;5280.92
Ricardo Gomes;17748728926;509.06;346.86;4140.39
Helena Alves;60424980435;260.55;40.49;2758.56
Paula Gomes;05223618098;951.62;1509.37;7237.44
Fernanda Teixeira;71590871019;334.52;119.78;3221.68
Ricardo Gomes;23924930209;194.07;0.0;2215.24
Otavio Souza;27477589532;951.62;2787.07;10605.91
Vinicius Ferreira;66845416049;951.62;1870.65;8189.91
Yara Costa;14162857641;951.62;2036.39;8626.86
Otavio Pereira;76066797496;280.41;60.26;2884.42
Ana Santos;64618809458;951.62;2696.42;10366.94
Marcos Pereira;68259601852;202.6;3.17;2298.3
Eduardo Rodrigues;74169319138;951.62;2732.09;10460.96
Helena Martins;15542895974;707.5;673.21;5033.0
Daniela Teixeira;88203886501;873.02;952.83;5770.18
Vinicius Silva;67133490978;883.6;970.69;5817.27
Carlos Silva;70625876359;951.62;2567.55;10027.17
Igor Costa;94798376305;773.14;784.09;5325.33
Helena Ribeiro;08932609261;270.72;49.6;2824.02
Daniela Alves;72273954453;951.62;1637.25;7574.56
