Pedro Lima Alves;11064833756;738.11;357.41;4176.71
Lucas Pereira Lopes;31357250576;681.58;279.27;3907.57
Ricardo Santos Souza;19511965549;459.44;123.95;3245.29
Larissa Fernandes Rodrigues;13581662930;830.56;507.06;4594.98
Juliana Gomes Barbosa;34717457188;841.22;525.06;4642.43
Gabriel Lopes Soares;00087260000;1142.04;2762.91;10542.23
Ricardo Ribeiro Soares;65291243651;778.98;419.92;4365.25
Marcos Silva Vieira;88859460204;733.43;350.93;4154.4
José Soares Costa;83669478663;1142.04;1922.7;8327.11
Juliana Soares Silva;92157075062;1142.04;1161.73;6320.92
Gabriel Souza Soares;55231120545;597.05;168.69;3498.87
Pedro Lopes Vieira;96343619356;1043.88;867.42;5545.02
Ricardo Martins Pereira;74016873720;1142.04;2235.92;9152.87
Bruno Martins;78684378658;1142.04;2437.79;9685.09
Helena Teixeira;14410682818;237.15;10.4;2387.47
Ursula Costa;31519650818;184.89;0.0;1869.47
Yara Martins;30140249668;1142.04;2004.4;8542.5
Daniela Oliveira;00019027385;588.7;161.0;3455.27
Sandra Pereira;28456173675;1142.04;1722.52;7799.37
Otavio Lima;60679226889;225.85;1.83;2281.74
Zeca Silva;01270465588;1076.46;922.45;5690.09
Zeca Ferreira;26703362441;1142.04;1129.04;6234.74
Kevin Teixeira;79156733395;1142.04;2655.22;10258.31
Julia Teixeira;16109540553;628.19;205.48;3653.42
Vinicius Gomes;49973045668;1142.04;1129.51;6235.98
Helena Costa;28426527954;775.33;413.76;4349.0
Ursula Silva;48741044806;1142.04;1581.77;7428.31
Ricardo Silva;09401011189;1142.04;2735.08;10468.85
Daniela Santos;60932741843;204.01;0.0;2062.76
Eduardo Alves;22175096282;995.39;785.49;5329.03
Sandra Ferreira;02921135275;1142.04;2545.36;9968.67
Gabriel Silva;16910099258;1043.92;867.48;5545.17
Paula Lima;93483940385;1142.04;1269.32;6604.57
Igor Ferreira;75561892202;1142.04;2342.24;9433.17
Kevin Pereira;91346668148;1142.04;2287.07;9287.73
Marcos Carvalho;24874937332;220.63;0.0;2230.81
Bruno Rodrigues;89528316246;909.65;640.65;4947.17
Igor Silva;89953769569;1142.04;1147.71;6283.96
Igor Rodrigues;90768132477;1142.04;2198.71;9054.77
Otavio Santos;94057337437;1142.04;1523.05;7273.5
Larissa Pereira;10960190052;636.65;217.17;3693.68
Daniela Ferreira;71324290298;855.38;548.98;4705.49
Sandra Carvalho;54863643223;1142.04;1879.23;8212.52
Bruno Teixeira;73101805778;846.93;534.71;4667.86
Kevin Lima;95385096053;236.53;9.93;2381.62
Gabriel Martins;94497579261;865.51;566.09;4750.6
Wagner Carvalho;83955122761;1051.5;880.29;5578.94
Julia Santos;23974195141;1142.04;1211.81;6452.96
Gabriel Carvalho;31317902684;1142.04;2141.54;8904.05
Gabriel Ribeiro;27050912152;1142.04;1501.48;7216.62
Yara Gomes;03651700872;1142.04;1903.81;8277.33
Wagner Rodrigues;38146205393;1142.04;2356.64;9471.14
Igor Ferreira;76135819887;1142.04;2073.66;8725.1
Vinicius Silva;33403548826;1142.04;1858.92;8158.96
Ana Pereira;01860914666;1142.04;2590.18;10086.83
Otavio Lima;12641408857;588.23;160.57;3452.84
Ursula Santos;72769120164;1142.04;1858.66;8158.3
Julia Teixeira;37174833869;1073.35;917.19;5676.22
Vinicius Santos;16569176651;912.55;645.55;4960.09
Gabriel Costa;23012704355;832.58;510.46;4603.94
Otavio Ferreira;17711566342;1142.04;1047.29;6019.23
Kevin Santos;71434508172;713.95;324.02;4061.7
Ursula Pereira;65841999794;202.89;0.0;2051.47
Wagner Santos;41016587744;974.41;750.05;5235.58
Bruno Carvalho;16318096781;788.18;435.46;4406.22
Wagner Rodrigues;78023640447;1142.04;1244.84;6540.03
Fernanda Rodrigues;02713693808;720.27;332.74;4091.75
Wagner Ribeiro;22587933006;1142.04;2771.38;10564.55
Eduardo Martins;54420535552;1012.47;814.34;5405.09
Ana Lima;74862744740;781.4;424.0;4376.0
Helena Lima;15298311642;770.98;406.41;4329.62
Ricardo Oliveira;89537846963;453.52;117.43;3208.39
Helena Oliveira;38833384962;656.93;245.2;3790.23
Thiago Ferreira;15429210803;1142.04;1618.81;7525.95
Natalia Carvalho;49163859859;927.28;670.44;5025.71
Ursula Souza;83095049684;213.25;0.0;2156.18
Ana Silva;30977016474;1142.04;2372.74;9513.6
Yara Souza;17912247888;1142.04;1420.7;7003.66
Vinicius Carvalho;39446783343;187.62;0.0;1897.01
Larissa Teixeira;77716835150;375.23;36.94;2714.78
Natalia Rodrigues;37980340428;1142.04;1814.26;8041.22
Otavio Lima;76395926415;1142.04;1963.26;8434.04
Ana Santos;26532049242;980.03;759.55;5260.63
Gabriel Rodrigues;96297707310;347.97;21.94;2529.83
Yara Silva;78239818541;1142.04;2324.27;9385.8
Eduardo Alves;78380777868;700.47;305.38;3997.5
Ursula Santos;08435720465;670.39;263.8;3854.31
Thiago Rodrigues;72542766506;903.56;630.37;4920.06
Marcos Ferreira;46456390184;216.04;0.0;2184.36
Helena Pereira;48750159411;1142.04;1310.5;6713.14
Larissa Teixeira;65570372732;1142.04;2406.19;9601.77
Paula Gomes;31605545210;222.57;0.0;2250.45
Julia Pereira;68817472232;1142.04;2775.41;10575.18
Bruno Carvalho;79125913951;202.07;0.0;2043.11
Yara Alves;30228518745;946.89;703.57;5113.05
Ursula Santos;77616359704;807.66;468.36;4492.95
Bruno Lima;40265386599;786.66;432.89;4399.45
Thiago Souza;79365854108;461.86;126.6;3260.34
Yara Ferreira;24933505402;617.09;190.13;3600.54
Daniela Carvalho;30610903853;1142.04;2632.19;10197.59
Natalia Teixeira;00191502907;242.19;14.22;2434.6
Gabriel Lima;92088767404;684.98;283.97;3923.77
Kevin Souza;64140358408;1142.04;1294.15;6670.03
Sandra Souza;28846433182;1029.87;843.74;5482.59
Gabriel Costa;51052803347;1142.04;1143.01;6271.57
Marcos Lima;75878084967;1142.04;1642.65;7588.82
Otavio Ribeiro;21977962535;1038.36;858.09;5520.41
Eduardo Ribeiro;14282489100;658.68;247.62;3798.56
Yara Pereira;56509777021;1142.04;1791.69;7981.72
Eduardo Ferreira;00735417378;349.56;22.82;2540.62
Kevin Oliveira;28077936544;609.13;179.83;3561.95
Yara Oliveira;44752965248;428.07;89.44;3049.74
Yara Santos;59209624100;1142.04;2701.13;10379.34
Thiago Silva;47373139601;1142.04;2564.84;10020.03
Yara Rodrigues;23943516786;1142.04;1543.2;7326.61
Zeca Gomes;18471573649;1142.04;1888.09;8235.87
Ana Lima;43123689357;932.33;678.98;5048.21
Ricardo Martins;95935878075;1142.04;1518.16;7260.6
Helena Ribeiro;92660306918;1142.04;1220.42;6475.66
Yara Oliveira;31311917164;1142.04;2726.9;10447.28
Sandra Gomes;08805471695;877.65;586.6;4804.67
Zeca Santos;44201273095;1142.04;2427.42;9657.74
Gabriel Carvalho;96540106827;1142.04;2533.41;9937.17
Marcos Costa;70689821762;1100.32;962.75;5796.34
Vinicius Lima;53114542331;953.59;714.88;5142.87
Ricardo Gomes;17748728926;699.48;304.02;3992.82
Helena Alves;60424980435;367.15;32.49;2659.95
Paula Gomes;05223618098;1142.04;1457.01;7099.38
Fernanda Teixeira;71590871019;441.12;103.79;3131.07
Ricardo Gomes;23924930209;216.84;0.0;2192.47
Otavio Souza;27477589532;1142.04;2734.7;10467.85
Vinicius Ferreira;66845416049;1142.04;1818.29;8051.85
Yara Costa;14162857641;1142.04;1984.03;8488.8
Otavio Pereira;76066797496;387.01;44.27;2793.81
Ana Santos;64618809458;1142.04;2644.06;10228.88
Marcos Pereira;68259601852;225.37;1.46;2277.24
Eduardo Rodrigues;74169319138;1142.04;2679.72;10322.91
Helena Martins;15542895974;897.92;620.84;4894.95
Daniela Teixeira;88203886501;1063.44;900.46;5632.12
Vinicius Silva;67133490978;1074.02;918.32;5679.21
Carlos Silva;70625876359;1142.04;2515.18;9889.11
Igor Costa;94798376305;963.56;731.73;5187.28
Helena Ribeiro;08932609261;377.32;38.09;2728.93
Daniela Alves;72273954453;1142.04;1584.88;7436.5
Otavio Oliveira;98274581279;191.69;0.0;1938.22
